"","sample","batch","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M36","M37","M38","M39","M40","M41","M42","M43","M44","M45","M46","M47","M48","M49","M50"
"34","S39",1,793.627770735279,1479.77187077911,729.671812204832,1657.206378792,3026.49251179323,4582.09473213332,2782.63296408625,5041.07545641816,5357.68695822303,8010.71739402718,1762.6055497878,2437.26866186427,5544.29499737565,2523.56905865663,4801.92434491053,2720.78091341154,2200.52900022079,1403.78207130084,13358.8476918075,691.247391551336,3634.30504706254,2161.857015096,2674.08129020123,2030.97197763635,1880.68151666416,992.295716655769,3055.39285092155,8372.0169759433,3507.55089677861,2871.08584134182,2185.57720422986,2692.45470244738,4004.55560173642,2761.7140138023,4290.21863869408,3775.97886751189,4581.27026707714,4346.03007914296,1853.1630339894,3884.06735585409,5974.44031781561,1117.24197084713,7107.70114403752,1902.97536093323,5325.31376151184,4584.35068046918,37541.4110505562,2521.43883961607,7515.93475278774,4744.90391780721
"35","S40",1,487.157918216503,2652.32322467421,2737.36513983496,2212.68036854898,4648.07097143347,4889.29362168482,2070.65581326923,3338.28512450045,5712.63724032264,5870.0433333558,1810.81911015094,2874.70257667559,6195.04353087752,3130.70674544213,12184.8277370717,1887.11532678703,1901.14305417078,1407.13606550333,20993.0348567934,2510.62248170622,6037.95129566794,2217.85208619101,4530.72721315281,3206.98861126529,7447.89432789521,2571.14438759039,2417.71429963437,7087.34793837768,3414.12993262203,3593.24829023177,2265.69742815003,2969.82771857374,4155.58109122533,2291.20132412083,19751.1894975827,7822.73283477228,3750.06397399487,5218.97922736844,1879.18370007446,3900.43416845457,18977.1078102864,1071.74843255621,7361.32090883017,3105.35577238843,11887.661925883,3896.64142422563,27032.4047409363,2351.82096513142,7481.88867054642,7018.53175094231
"36","S42",1,743.387916333089,1644.78853862758,1820.33173667416,1645.10839702364,3413.3330956351,3750.29494650226,2455.02963008433,3725.08275455267,4892.22621335183,6420.26466961931,1623.19496985409,2691.14377357691,5907.35514661569,2338.01534175493,3417.73443643222,3018.22530272594,1484.50294363147,1786.3241682806,10752.733076655,649.293324621062,4622.49575875876,2558.38480922376,3464.43290468081,2443.62668296381,3219.43195709422,989.428617881099,3550.47809021611,7534.0557604517,2856.58739510687,3375.01515286201,1515.7376457929,3490.70567373052,4244.47016688396,1999.89384269826,12301.2039781501,2453.61767600449,5829.19813231608,3627.42582936321,1672.43952499788,4436.79518796623,11591.270122696,1174.51977296898,6447.47113221564,2153.9242479022,5153.65277657603,4564.32426040138,24059.6035391821,1851.26270361067,6811.37639130992,7824.53919902919
"37","S43",1,911.280156268712,1744.17446329853,1298.76418626865,1582.08396856355,3120.83378725783,5781.93818987864,2368.3678095534,3771.12222638289,5767.14604313919,7957.98929907822,2268.03452040426,2659.03991272825,5802.81789652333,2202.59276480378,4600.57205677914,3124.71481326699,2004.58692117118,1554.0777734253,10629.9234940259,777.332475853616,5350.70713907988,3114.68456239682,2871.4446238057,2048.79124692978,4029.64585537143,1237.07625019015,3108.69055644442,6189.62228811639,5286.02427883682,2684.57286472081,1600.56915398869,3046.76677502098,4470.95458258543,2466.6061906679,17994.5109082654,3994.17953665485,4499.38129791358,3001.58680729766,1990.84950270524,3507.12845373294,15981.285387984,1577.70636498314,5169.84860575094,3691.36073677825,4228.91190035216,4856.22496905646,34399.11989776,2214.95272214974,7202.05957265738,5752.57720421583
"38","S44",1,729.93863264123,2538.93177472272,1151.92990907464,1873.75708875624,2683.1895138711,3551.54190126995,1851.48165811013,6231.94431586047,5215.41632346248,7335.55768610129,1332.35254507119,3278.97724904341,4605.387762738,2165.38364843632,4694.03138761395,1497.06088313332,1655.88770223871,1484.91837130369,11851.745908579,613.469705225338,5678.91921471448,3034.77568642777,2769.46433148659,2436.36007975004,2218.39516623844,998.316121662416,1450.51505823619,6221.45841856614,3870.40303769593,3933.13958917039,1646.22239465808,2935.44612147894,3772.93738527311,2390.71366230824,8688.51517937774,3424.72729084172,4781.40089982574,4334.86034142065,1814.85526192867,3708.1949437698,9608.84782922965,1165.27967063908,5738.92037824841,3213.48551468121,6457.09836739418,3381.56941422699,28896.3946633356,1829.45511189073,8569.26391520989,6271.45734950897
"39","S45",1,654.159947326881,1311.54086820151,593.03813625615,1456.17319913196,2659.66427447777,4758.08663964957,2669.53101846653,4874.44217687269,4317.50929393774,7098.25637568975,1551.52302109357,2433.14608627839,5174.93601745021,1574.58984510008,3480.99621552569,2223.50796060289,1302.03825923622,1197.57777189041,7783.86356083651,732.405089004107,5263.87265787057,2360.87290329355,2658.16364327714,2420.50639027343,1634.49540665453,1262.90666182911,1951.87433255755,9531.36311310447,2613.87647458895,2727.86359640944,1858.41317086306,3440.14592591755,2938.69101717322,2178.6791811015,3443.36705294934,2865.46440120554,2857.54636250891,5704.02191734932,1757.48839959014,3068.18714117156,4669.48737495484,1309.06933380569,6345.3131267862,3435.6419253951,4914.3719082909,5268.25271390304,23812.8946648063,1868.3159485138,10389.4330705515,5706.77451876706
"40","S46",1,569.394999231238,1870.91132824428,778.204161380956,2418.62592435107,3613.29783935822,6784.01789600115,2321.33670625774,5289.54653756765,4668.7503022011,5921.46088740827,2442.13549711595,3012.62891284147,7109.23767881286,2571.09122001154,8983.60242099443,1557.76420370303,1394.40855515576,1572.30582348503,24452.4950112566,1608.89073138767,4881.15969550349,3641.32014228125,2415.97412850684,1941.72568810783,2070.21517661377,2330.439444379,2251.67379948214,7527.08435745859,4224.30105068421,3638.25993556722,2384.11053901139,3454.56135926298,4182.89032980316,1390.01764820545,6680.59278543369,6670.09150952425,4434.09971484927,3131.08660363713,1379.32126157196,4726.28943203811,9424.64207781468,1344.97707754991,6878.98557124876,2233.39551029958,11635.9994806873,5309.68421950559,36397.1247563539,1760.32413163016,10145.7750203145,6796.3986550458
"41","S47",1,528.903903354386,1467.63562156685,1184.351961882,1032.3213902961,3531.47723452083,3526.23796235822,1605.35039271884,3368.84483738032,3800.66112640717,4488.49193769027,1593.63660263121,2080.74719968408,4007.06734001089,1375.86702599653,3277.28202451572,1849.18690726561,1251.80697689829,877.987733381829,9441.99801315337,568.992028871005,3144.70524677588,1806.02462507933,2074.78617092152,1656.89828420841,2494.35028060738,829.578781075073,1926.19833131479,6427.03217837441,2341.50907428581,1870.01902440173,1155.55864041928,2344.31287125283,3133.41631882292,2156.35765646537,8724.4864924672,2511.47375594963,2818.94020211447,2592.10159826502,1236.173858933,2361.1205246365,7447.67048060185,922.472506034214,3996.34993827856,2376.12572845128,3991.78623635573,4315.04716918821,24436.4628531511,1673.72773586392,7447.47440259803,4218.50038258536
"42","S48",1,601.249858393539,2627.04765351771,322.689152922794,1870.2567472068,3795.14794835532,3704.33279389143,2143.11707624331,4424.094487514,2844.24492876058,6204.98309477092,1978.72943305375,2791.0596124823,4569.54899173563,3022.52423922073,2684.58513640532,2126.29544556568,1926.70074275754,1195.09661774528,7957.75147367727,645.181301262832,3408.99463275696,3818.26824256269,2251.99330248116,2077.25926431404,486.106598608418,1202.76244801913,1974.85647099245,5656.95149446716,3563.75800756387,2520.473610185,1625.64778275811,3721.06973553647,3009.6725146705,2784.45668311472,1880.90849498106,2783.01178685214,3726.55398173695,3666.17097352591,1669.12849471136,4798.52044570439,1603.08723303165,727.816484773387,4394.98293678403,3012.15506094334,3952.81955024319,3625.25561603212,29544.6013652501,1777.77605721054,8465.53746533655,6284.23082107353
"43","S50",1,730.394041224625,2078.92009598254,563.564551184491,1372.20298836883,3794.86943685665,6706.89521983345,1891.68201214583,3961.62510324244,3452.94608536253,8639.07704534565,1524.13074075142,3008.73060540051,4649.28525873151,2701.48308129607,3252.55095610518,1918.60413417783,1913.23807870859,1068.57779723901,8743.07038723556,756.150470358545,4032.79922567334,2699.02509604893,2582.55898035508,2261.14882557224,1809.02952412861,991.440322192098,1800.06585369557,7239.41481658316,2579.37117426417,2310.06570216245,2275.59255566532,2657.2367409997,3955.93960065757,2026.8780808766,4919.71538346205,3804.43151611877,3093.0043027172,4313.73922543994,1510.79956719821,4694.4160944694,3930.71489123291,727.549183777533,6848.71220365505,3924.25396827585,4469.87994271347,4179.8543362933,31541.9403145555,1458.50234694494,7182.85248123397,7293.8895082223
"44","S51",2,1189.23996820428,1917.626841956,2736.67079443085,1287.81617636082,2782.1047661814,2219.19907506189,2924.22356728649,6910.2842378976,4946.20582670949,7525.85493852038,1579.08520363362,2239.84033892575,5286.36619602757,3815.68436364852,3073.85846389427,3046.58672781726,1814.00025666506,5183.2835123795,4305.42790339911,1577.40120318913,7509.50907572395,1949.1645964501,1949.21870015585,1478.52812948691,3247.92780298766,568.359425281412,1425.5988250982,6703.08997453032,2565.91612118762,2038.82270643539,858.80551833535,3191.99765396198,1837.05888514188,2290.55269573211,9811.13522406594,3295.9159426223,1599.67463584838,2042.33211926335,3020.49405035975,7238.31196908956,13177.291332434,1485.83626446401,2243.59503115207,3509.88435029169,5244.03055638646,2197.52731194709,6013.16409005857,1544.9016650298,4712.99439131273,3947.44210929168
"45","S52",2,2192.20787178197,2270.18383970372,604.524548163042,1031.67751280943,1979.37941232642,2657.95703208587,1889.3349943219,10520.0001793083,4721.6440465797,6209.3980114927,1339.22057208363,2112.87512388806,5118.70786881881,3839.15478302346,4548.41501087572,3054.87459419236,1817.36411010135,4495.410299788,9023.58157923192,4002.51612129783,5991.9045016068,1731.2029528833,2235.9203393059,1662.564791112,813.208344265979,1134.54536268554,1438.68956821753,8888.77924698129,2191.08253160665,1897.98049735801,636.386542283567,4307.55381003022,2182.74656135408,1744.1827925371,2486.5369480896,7317.6605771055,1899.29887465922,2932.37686149895,2797.0279225293,5229.32812409598,2945.76083036091,1385.95574895228,2708.96467318775,3944.038898793,9933.31263801442,2419.5231564647,6707.05458485378,1559.44753500205,5143.63525887338,3459.65142524318
"46","S53",2,2658.68546853143,1547.91487707872,992.957989632179,1356.53101920957,2651.53670496747,2326.40304875979,2256.20083129064,9486.28110061917,5372.86677712999,6393.68431457974,1825.60074279882,2845.39528761794,3542.56448891559,4230.65213848425,2959.45788947007,3978.50943823748,1643.95489125206,4874.75163227493,4569.08346133833,1613.14256057804,7036.26316462754,2010.40447890818,2072.73445196876,1568.2611268884,1012.84209431017,551.127510791599,1597.19217774444,5931.79870105524,4139.57555032638,1708.71576347082,1369.71625839647,3615.4756489579,1772.91409099211,2512.62502374349,2999.37444837196,4290.64886466572,2518.31817056732,3790.08412331411,2688.8089857961,5624.43517626748,3352.90002637498,1618.73705163957,3507.95422434559,3843.65385985092,4207.44171890836,2390.79407709383,7537.75304661105,2365.69834364832,6662.42474415477,4111.35753699291
"47","S54",2,1846.26006394861,2405.09278501412,547.644613150107,1108.7744159032,3736.87211971882,2689.77965476249,2913.28203630149,7764.7763533975,6863.70941038135,7623.7330357337,1867.32158455595,2438.1612108785,4573.95616332347,3521.72928252862,5025.03714567346,3701.09750748538,1562.71656100995,6442.84999823577,7842.47866569594,4332.62692785169,8283.90413806151,1876.33128751739,2885.2712027944,1421.6902531396,1084.47009231522,1286.8414604427,1459.779359336,6203.05753452054,3349.16722318426,1878.73699102384,838.739793046941,3835.34495639269,2172.2197930982,2015.60465114306,1954.70991088102,7118.31344321584,2613.74926548487,3951.86020033536,2861.18649620453,4820.69158522758,4597.172705243,1618.03579046201,2968.75308030668,3447.17262134736,12533.6299141766,2275.77942102677,9550.84315927823,2334.76743569447,4177.05087525329,2916.29691131514
"48","S55",2,1856.837908879,2006.72861951725,462.289614840773,1696.99627802729,2060.71773416915,3256.55153517844,2644.79307732686,10161.952245419,5533.74518609543,7108.46611518919,1692.44081117193,3352.79076519867,5712.82179265855,3304.79531289015,5525.40889327854,2616.73931046439,2186.56544516976,4791.75197864671,7065.85025167505,3540.73285420009,6203.32971068025,1623.36385178934,2406.72364041213,1442.23665063469,458.02455790868,933.887304566516,1261.29163599794,6203.53723261223,2393.48942099674,2458.41730419977,769.03302660371,3913.36248861274,2724.62305528935,2209.10756025606,1951.51875585655,6314.84064934763,2598.37720268431,3487.57657007494,2382.83189952409,6282.27301981518,1586.92829705275,1198.76660565915,2552.6784463921,4537.36472045868,9669.81556406524,2938.72001271476,10530.5545315228,2743.79862967673,3122.79274259888,4621.61086825607
"49","S56",2,1373.0769445044,1665.91349590923,1561.27726894166,1503.52983461335,2875.96023435896,2506.67855063244,3214.21829754364,6084.54620728517,4696.9752011827,6444.55993279529,1139.18898657217,2332.95790333201,3582.21921742972,1480.93344173121,5361.79659791094,3617.61058206564,1584.33706399931,3666.81960706526,6690.7247284387,3320.41568048544,6700.32366838081,1843.38036685221,1803.95635048691,1099.72921729365,3134.6911600082,966.348289753363,1227.48281181157,5965.68730503094,3910.97563879796,2913.1565172691,707.554828758471,2853.07231981946,2408.71374627331,2119.1867733943,9397.41920683051,6216.44802908182,1696.07152736206,3320.42477733989,1833.0660128554,5101.57750589318,9584.96211312813,2028.78800732787,2611.1243755564,2988.53563767943,14205.7732954355,2340.39951835618,8208.34438711923,1409.7139673441,5349.37876218365,4160.71090025397
"50","S58",2,2582.13809487101,2022.27332341243,1681.45193901192,1760.6535171877,2322.10490509674,2565.69654603862,3713.41818060949,6597.45382876702,5562.22374436559,6913.21888141616,1452.05116936774,3342.42291339449,5388.75905252062,4966.31875735038,8052.00965394918,4201.59785635219,2318.68975735486,4369.11429016318,8601.12132711998,4349.1872868533,7239.92507888278,1620.27102812296,2850.0640250572,1229.03096319813,2658.3487459018,1079.58524386953,1286.34110144505,3999.83843946248,2429.80268084769,1708.98586639262,1042.62092997316,3645.42950382596,1928.21290648399,2218.78838264502,4550.26614169368,7418.75661946475,3217.63527718664,2998.81978799817,2532.71008574251,7795.77950979867,6099.73586379882,1568.46973159246,3859.95471246719,4269.24647550104,8948.85051741201,2479.5603500703,8443.42195863895,2444.18652217435,5199.67818512202,5908.48850009587
"51","S59",2,2027.98222886133,3084.89091174834,1484.5724224392,1917.50306302119,5006.51808494077,3273.62937185122,2864.45542284506,7852.44303047814,5304.86691154135,8238.73459600301,2292.27644883968,3892.61986075093,5646.53220459542,3897.26012795842,3027.09319960682,4089.57891712753,2700.86438140213,6204.98351878648,5344.15951955949,2133.80535570302,7040.67239642444,2081.00090011364,5020.95337033404,2071.9725405009,2941.23025118921,1070.92461622277,1012.97208825358,8899.98328618154,4412.07057628022,4067.969847511,1417.80366994906,2921.58354090849,2795.07473592245,2839.27548036878,8531.69898127251,4732.44609810724,2010.27002190173,5232.11313902269,3329.67395066783,9539.56358943913,6980.74427794811,1518.55004482651,4832.54464985817,4541.20996874907,8484.80679771308,2404.96051970101,6010.99322321447,2480.61762176939,5550.45628183125,5414.5251066436
"52","S60",2,1568.99617698197,2609.37089833214,1349.20857894544,1389.13913740575,2681.79523372649,2509.30565304239,2438.17732960401,6990.45642777175,5625.46981464769,10705.001692981,1719.71147874364,2703.04906249443,7502.66283333552,3775.34575460073,3285.88761276035,4094.62435489691,1893.69963888797,5473.11063578745,5221.70559339007,1609.71023595256,7598.03639351836,2314.94942449879,3942.70456283844,1644.57951084288,2077.58104322832,876.273873141342,1398.64908303309,9794.51738353046,4101.25003364796,3959.80049911919,1194.68492539065,3836.69649008155,2456.70620244093,2859.23506784815,6134.6151850395,2871.60406551469,2645.08027275172,4178.63452324278,2009.62519558261,11194.0154953679,6069.83167679302,1735.1647466728,5576.1922724976,3655.95988839317,6293.1112611336,3197.90642347588,9334.00633677355,3170.48694068395,5096.25046251122,5439.52646656502
"53","S61",2,2556.10206077686,2270.38198275302,2548.30556094193,2136.35160807047,2400.85092511026,2695.33647403237,3793.53187094059,10289.7503410722,6658.15912753721,6664.50218628414,2641.36435208849,3066.09749098319,7685.67746803956,3989.45970198409,8102.04557440832,4204.15844322617,2577.72024277237,5520.89595828457,10442.2144622812,6018.23079522219,6093.61301301546,2376.15740713049,2662.83334661335,1669.79286676037,2866.75697333021,1521.73409745402,1635.08486407999,7639.56482943388,4208.47290574977,3622.66348256531,1252.48579888483,3114.27587827082,3296.16250848831,2071.55439334526,10520.330942824,8736.97405524657,4061.96555151724,4928.90906246047,3586.6121776194,10392.5830117765,11557.91494337,2455.62652055298,5430.90687654439,6109.73152620825,16259.7559637944,3064.23476221693,8386.13223348079,2994.90826861448,4796.82357967998,3593.21877518613
"54","S62",2,2051.84318475142,2222.27927849863,635.021386901446,1469.78210130271,3773.0791143496,3698.29617687768,3878.3390399106,10959.2169899899,7597.3445556313,8586.74136068198,1899.31989351758,3080.08980313083,7397.15027255329,3722.89408770156,8283.97295953526,4463.00906721837,1901.31305784079,6247.4658458624,10861.7947699194,4442.33796391687,10161.6181313223,2054.976403757,3639.4171782361,1836.13174834167,1646.92857109158,1185.22196644173,1751.07905178207,9440.51830136162,5080.05962848422,3202.14015967915,1060.9365676034,3662.61746963172,2598.14133800808,2827.03761034874,4856.85368310551,10837.7378772691,3139.25871486614,4004.38834147954,3122.44455124433,5005.37319100152,4859.31522366139,2321.56378596928,3045.67225319086,5137.83090248029,16019.1330144476,3235.96942356988,12013.3370607098,3570.91078385943,5590.30553572167,5486.38702262897
"55","S63",2,1965.69919048125,2343.4925763769,537.233650021906,1275.50011639821,3325.50911845406,3097.22504924308,3326.57868303337,9093.87883501505,6802.89182266185,5892.38150269763,2140.640642177,2995.19583715068,6824.35311060477,4031.07019926822,2907.1894104528,3407.99119752275,2289.55491565939,5177.90854590233,4356.40703326137,1672.50938113618,6707.31001361929,1939.73576939042,3300.00704337269,2353.6107834411,1157.07528733129,554.130488918311,1313.65733072449,6716.9177475548,4313.97053049506,3188.26077798775,878.632562527473,3583.75985793958,1922.73113374845,2709.76383862647,2524.42317883779,4461.36189199501,2892.39957860215,5062.07347228188,2665.42658121342,6973.28841765983,2783.97320985527,1783.88489075461,3646.77903619872,4063.71653030967,7235.50938704421,2883.1057380774,9382.03535866651,2389.07042072625,6076.5797674129,5689.85985969566
"56","S64",2,1865.18281711481,2625.93104495787,1375.56150475876,1329.65980327331,2810.91622549915,2584.88711461522,2440.12110480961,9559.442584283,6447.23776111684,5892.72165152598,1160.30799728491,2648.55269578543,5981.52831134952,3811.48797946652,2889.31710828945,5161.27204254259,1756.21960809418,5326.33763598054,4107.56687000029,1706.58447701967,6660.81271041479,2363.20999326137,2935.87850382256,1101.74808936669,1523.48578592872,533.558265183445,1155.72898185152,6618.92403887667,3233.86886701984,2764.22976951607,875.997237347231,4190.81383214901,2407.36928184323,3910.51029304283,6393.84295412096,3090.98024663655,2651.10657518759,6114.07798847631,3625.87926355561,6974.97590913764,7647.48237799516,1527.45368614895,3898.05053799768,4120.43040129497,7950.74307351968,1670.85288782957,8410.110452095,2558.56701805601,4736.65288959226,5026.12369579471
"57","S66",2,2042.44601603465,2705.04312119164,837.480344453147,1524.49306002038,2609.66095353923,2571.30025417387,3106.67842984003,7636.67656813282,6900.73484028928,7233.33381065613,2335.8127226531,2724.83393738301,6694.91293867948,3671.41508416661,4996.38094621749,4577.11508222137,2460.57873709358,4846.63922008654,6393.96463406964,1833.86345193175,8435.17743916826,2051.78088762238,3939.38508823917,2083.03070455916,1467.36499842161,820.59119252498,1215.48549773849,6701.69207039112,3885.70012109802,2569.40636416448,931.007464687463,2906.22470694619,2859.16911801237,3447.98441980752,3885.16890474058,3990.74843717781,2918.86379816069,4912.24579885692,3346.7865344354,6248.62296397601,5436.81963540565,2827.22864060519,4384.66849824073,4002.49363689766,4041.11216143467,2241.8063851784,8092.56489688785,2776.27468912014,5410.97315297883,4055.6638500493
"58","S67",2,2315.93116064759,2588.65327242001,1521.55190763099,2076.85317603797,2571.06804505003,2624.92782958505,2848.85993638354,10879.1351916858,7976.74852272503,7392.25964926768,1391.07521749999,3746.4788969243,6405.231209138,3343.36018025016,2903.62843162536,4437.39135256356,1792.35723775679,7732.71234515633,4406.4115388075,2639.17858196991,9622.73286621166,2114.5517152226,3181.95422384891,1527.22676402076,2273.60574712758,685.319400338413,1185.70758448105,6899.33161026633,3777.28427119198,3052.73371563635,976.583401744161,3054.13443036229,2361.38514616663,4299.0583547375,8322.11797401284,3595.35886933348,2790.64829511044,3844.30135999093,2798.81489012639,8099.46824655159,8366.43501146649,1511.15669460586,4635.2266163521,4270.15733070723,4694.00769902878,2131.3218242394,7728.28039607537,3061.90178367803,6499.55068392369,4618.47940081743
"59","S68",2,2758.55394502301,1845.08759458417,1722.61079742275,1586.9170342533,3927.90418290504,2752.04890554597,3501.21376169383,8477.90518666802,4529.48230870266,7635.30608862901,2144.86088311664,2815.46402824024,6432.80909581287,4330.78296263433,6707.28102866553,4493.48917882718,1790.60267658184,6811.59913756835,9254.27694795777,3582.23182508666,10515.0716528108,2014.87341385434,2702.82723597465,1640.37663726058,1670.84513325813,2116.03100775396,2194.9649926315,7257.0269832659,3449.52682317896,3817.98130730982,921.629047441802,3528.81678510753,2793.19683673944,3065.6324124615,6107.376114026,6887.88350577149,2707.72465195776,3960.42130620682,4262.33197493548,8363.62701666764,7951.01971269803,1471.51754591126,4485.29725090517,4362.20431343373,11460.1713832898,3741.5300496872,11005.426330378,2611.00366455599,6798.32172208741,5270.06434064028
"60","S69",2,1794.27188937756,2537.84571254271,420.936355252936,2057.9403644171,3235.80609649501,2959.86896334857,2592.65582870055,8359.27288452573,7423.61055813209,7278.5795176802,1657.50875596209,3491.88831830257,5918.8129193423,4270.0180963632,4072.44109989368,4324.83352900523,1418.90176792342,7410.75406598839,4085.139621616,2904.3842832944,7899.84394813235,1763.13085254812,4005.74578511887,1978.28076355877,655.131404190721,689.777201642297,1274.8250460209,7012.8368056508,2473.77788872248,2748.82303327092,1731.88837137553,3737.58268515067,3765.07029523309,2422.50560202375,2203.20985993674,3926.87144968075,2822.51106302278,4410.93254671971,2776.25076418432,11958.9501626309,2697.67167966789,1918.6726821333,4583.58315158187,4638.3340859162,9135.2807985133,2442.87142982424,8831.97707517051,2536.34854436054,5393.09019061127,5711.49257304935
"61","S70",2,2194.72799878232,2685.8000330154,1624.61965365035,1288.09155280546,4008.99876774685,3567.03931078421,2940.20173255295,8792.66820327187,6500.58683956322,8874.15687679518,3253.52976124236,2270.81584335178,6043.35936228172,4888.9315936428,6414.36912192507,3927.39836832535,1841.69236895179,7283.81976607209,11904.7725433309,5193.46304253757,14094.2930599732,2614.11162583505,2989.48606658069,1760.6090513059,2687.69108002308,1639.11631018399,1865.49609478164,6729.66193517889,4051.28844627481,4221.72802301832,1239.30541007808,2811.89566361265,2442.84312363512,2393.33943678011,8758.25170643595,8686.35996625788,3074.80130416587,5669.66848203956,2962.1438008996,8727.06506429168,10321.760482843,1882.08397941977,4973.42151951957,4008.194245984,13779.1539222611,2407.40852035324,9994.8613003947,4307.52682344815,6815.14208199573,7394.04453159337
"62","S71",2,1895.79155652859,2437.69649715928,982.109458975837,1600.64997383569,2773.07714784842,2598.08848639703,1898.35890614635,8385.52439247965,6950.53134938537,7617.17335843515,1751.14421909555,2900.12450478415,5318.06728873202,4927.60653980647,3987.74215295986,3472.96231555111,2313.18638955303,6655.2093746484,3806.31276422971,2412.42003053151,9145.00178572128,1913.98336850103,3319.8433255099,1778.20082515161,1992.03135410449,477.850306698811,1306.96812913636,7201.5189424751,2958.35804998058,2734.68506374127,627.614487959776,4280.22037369052,2762.49712763057,2417.43081737304,5490.74097926236,4576.17180191664,2147.84882346035,5867.07254295661,2605.9920760627,7433.56144223276,6228.90238063687,1524.65360874314,3120.13981046475,4455.53440436248,4885.63664505668,2447.53556634156,5783.8002483381,2940.26143738961,4721.78544625564,3948.81922864752
"63","S72",2,2283.19675424948,2404.08355160253,791.163884490568,2091.4219922168,3095.11801778419,2922.807331808,2317.71799841763,7742.71017762932,9002.38356996365,10898.752893217,2323.45353389141,3098.14257381409,7870.38241601867,4106.5455008059,9160.52900746754,4004.6913757969,2805.78711105676,6442.36569393943,9337.54949406775,4442.19915091854,12777.8140807449,2225.94959198842,3431.44959281847,1477.20324686335,1092.51664982857,1667.11446986364,1147.51943792237,8369.00142637003,3021.43009320569,3570.29934807289,1628.4587241187,3127.5801852533,3303.64351956187,2586.89065989976,3234.03619217287,8649.38818971072,2869.81677242644,5212.16512247958,3967.01165523462,10266.5310031605,4513.56172929049,1967.87153073986,4317.73528670608,4207.61525904495,14432.617873245,2565.41612202571,7923.14059896937,2376.45794274508,7376.72453633154,4901.87451997673
"64","S74",2,2223.4583873687,2344.23649757754,689.155488109438,1328.28424726909,2952.88190578752,2786.29544507776,3099.02453479337,7816.81983491335,8081.40294417497,8892.03089882446,1585.41498632808,4237.94711226451,6903.37201797659,5014.68335750894,6446.94331107053,3592.04930559841,2977.48401908117,6885.47917597353,9977.25599577484,5653.55116631249,9532.39806089188,2302.07230875543,3917.08370435609,1173.24926828615,880.695933729452,1366.62764368833,1230.77134706814,8216.16468729028,2850.25602932252,4459.61155436064,1300.71150208877,1837.71771686145,3480.21859683589,2845.09091646266,4805.17170848761,7184.51350580972,3392.26050930709,4902.89595483342,3892.40591090724,8120.2685482953,4282.70971029699,2271.70252614493,3755.02810502828,4190.82322649126,12807.0386459386,3272.43324108614,8400.89115314937,2345.06470907863,4886.59049762913,3930.43098876824
"65","S75",2,1591.68064828964,2240.17093966276,1268.40530473751,2031.9216201079,3127.79921293511,2567.25241594381,3232.39345660456,9075.79505317215,4669.69180848877,7330.73145309229,2397.21629175157,2796.42297015561,7419.77769952243,4700.98446787769,2883.1480236289,3701.49485328707,2681.30401205752,6936.18412738886,7396.91641782179,2337.03303168734,8741.93085931227,2008.46849205017,3481.95068577594,1075.86066947251,2458.52992289663,733.608043591916,1367.81322117923,8890.20315390847,3739.99711760877,3194.4739789666,1131.70113795786,2873.35746101606,2559.21187163712,3033.46297099528,7353.1396781017,5461.55647449362,2976.45491397777,5103.98496514068,3263.58405805729,7650.14801655992,8376.74512868924,2256.87303502813,3572.47389387006,4708.35191653956,7003.74577789539,4265.18837650467,10223.4146994653,2472.36784647242,7007.03539809343,6379.77701988386
"66","S76",2,1685.2398659545,3010.70039220674,1014.8946685644,1629.21749555564,3842.20813291166,2319.52824811053,1901.55959359462,7135.94370260161,5643.79061710173,6920.6236708791,1884.3658437548,3072.04040615012,8177.61120092578,3763.49344064601,3432.44457838425,3147.0453463076,3876.80253828158,4421.61518378051,4800.2111264997,2178.99834510847,8959.05789694664,1589.35076578119,4005.98773848111,1668.41849133272,1649.26842360687,594.240075303275,1764.50517859775,7720.29329121299,2813.75272479384,3465.11238587309,1086.53075510041,2883.69368033155,2515.87536327252,2833.78442989804,10698.8419565056,3715.15310985682,2847.81566326459,4611.4895682631,2587.75945685844,9196.34861659494,8702.49496014882,2178.74898574847,5302.58750141279,4268.97606551321,6906.12599050951,3103.42880515222,9274.611997209,3590.4056558964,6189.2592566153,5895.83850293572
"67","S77",2,2165.49690509196,2421.80194525149,1115.10934410361,1560.75747662504,3365.98426966527,2761.24468711294,2172.29812272529,7508.39717201194,6656.27005329075,7382.63784939972,2228.09677549287,1985.86508888524,5757.28609345663,3324.92899272982,4115.73857025559,3842.57085151142,2825.3924653037,5317.21317974959,5189.16706583286,2573.70572977339,6360.07856845502,2274.97132295122,3168.71821308036,1910.95076232298,2034.43991059202,568.901850057654,1226.41808057213,6601.0544142439,3371.39316663764,2240.64505728375,1087.4207686474,3460.31488417976,2358.98218732912,2819.04418238135,5224.645247265,4254.51016611275,2472.16908807665,4229.41880141541,3373.93555875519,8902.67584397613,7972.91705302758,1700.22001923308,4959.7844293481,3422.88491496263,5934.36868114078,2476.03990237332,6459.14106509769,1804.2929312411,6412.20932376551,6422.42986659152
